COD,GENERO,PESO,ALTURA
1591,M,85.37,1.92
3395,M,57.07,1.78
6473,M,73.77,1.71
1700,M,69.22,1.98
5780,F,69.43,1.55
2460,M,83.28,1.75
7950,F,52.16,1.68
6513,M,94.36,1.81
4768,M,69.4,1.84
9575,F,59.54,1.75
5481,M,82.19,1.7
8121,F,60.4,1.76
9740,M,68.8,1.66
7808,F,60.63,1.9
7899,F,73.45,1.76
9937,M,90.33,1.88
797,M,69.64,1.87
6327,F,81.52,1.61
8144,F,65.23,1.64
507,M,54.99,1.66
3960,M,74.5,1.92
2963,M,79.19,1.76
5646,M,74.21,1.79
3852,M,65.21,1.76
137,M,76.71,1.82
5773,F,67.89,1.48
5537,M,79.89,1.79
4609,M,84.23,1.54
440,F,70.8,1.87
230,F,63.75,1.65
3512,M,88.34,1.92
272,F,61.66,1.88
1680,M,78.82,1.75
7378,M,77.14,1.73
881,M,78.05,1.62
7698,M,84.44,1.83
7126,F,52.31,1.8
3242,F,68.47,1.74
2848,M,71.88,1.81
4929,F,68.99,1.55
1627,F,58.35,1.72
229,M,78.75,1.71
1604,M,71.65,1.71
1858,F,70.51,1.77
4503,F,60.35,1.81
8465,M,79.9,1.69
7610,F,64.37,1.74
2717,M,61.3,1.69
6865,F,66.29,1.61
484,M,63.37,1.68
504,F,58.51,1.61
8157,F,76.72,1.81
5889,F,47.56,1.66
3964,F,58.73,1.86
3767,M,74.78,1.74
4412,F,62.45,1.55
1949,F,55.93,1.73
6681,M,92.44,1.88
2819,M,70.19,1.87
6344,F,64.68,1.78
7684,M,94.01,1.92
1334,M,53.85,1.88
9998,F,69.37,1.46
1970,F,70.57,1.61
66,M,79.01,1.69
7330,M,78.13,1.96
1769,F,56.64,1.75
2797,F,62.77,1.77
5707,F,68.74,1.67
2798,F,56.16,1.79
1812,M,77.42,1.77
1911,F,56.56,1.86
5447,M,75.06,1.68
9626,M,85.05,1.7
7679,M,88.81,1.83
3546,F,45.64,1.74
8158,M,62.61,1.78
2602,M,80.92,1.74
1847,M,77.83,1.96
8484,F,68.61,1.9
490,F,62.99,1.63
9477,M,70.55,1.78
7874,M,65.77,1.67
7538,M,75.57,1.7
7309,M,76.59,1.88
1060,M,71.43,1.83
5149,F,71.2,1.62
2084,F,65.59,1.62
6688,F,67.61,1.86
1103,F,57.25,1.8
1915,M,83.0,1.84
7833,M,76.59,1.76
15,F,69.47,1.66
4067,M,85.94,1.86
3359,M,98.27,1.84
2739,M,91.87,1.76
3099,F,62.49,1.75
81,M,56.89,1.75
9297,F,77.73,1.76
5195,F,77.73,1.85
7165,M,67.84,1.83
8520,M,83.01,1.81
8406,F,67.64,1.75
6929,F,69.13,1.59
6625,F,51.51,1.55
49,F,56.2,1.72
9713,M,83.04,1.73
2742,M,83.93,1.78
5144,M,76.09,1.84
9387,M,85.88,1.89
3927,M,83.23,1.84
1848,F,66.44,1.62
7283,M,94.11,1.7
8046,F,60.35,1.56
8588,F,74.46,1.72
3155,F,76.21,1.66
7740,M,64.13,1.73
8766,M,72.13,1.74
3395,M,70.47,1.89
2891,M,77.45,1.76
3369,F,61.74,1.87
3720,F,65.88,1.74
6069,M,74.78,1.78
1839,M,74.84,1.59
6381,M,68.42,1.79
5641,M,79.28,1.71
367,F,61.25,1.92
6661,M,79.76,1.67
8020,F,57.33,1.71
170,F,67.81,1.63
9773,F,62.6,1.73
865,M,85.31,1.91
1570,F,74.83,1.77
4799,F,74.32,1.61
5138,F,67.28,1.62
8798,F,55.4,1.58
5326,F,62.23,1.84
6867,M,61.7,1.68
4616,M,78.33,1.87
3473,M,74.85,1.76
1320,M,74.53,1.69
6994,M,76.79,1.84
6116,F,66.42,1.62
6789,M,75.24,1.6
5352,M,70.63,1.72
1785,M,85.72,1.88
4485,F,73.4,1.73
681,F,63.43,1.6
7540,M,81.46,1.81
5206,F,58.68,1.6
1667,F,62.21,1.66
571,F,74.51,1.76
2659,M,84.92,1.67
480,F,64.94,1.48
3732,M,74.67,1.78
196,M,84.82,2.05
4756,F,71.98,1.81
7725,M,82.85,1.6
5046,M,68.67,1.8
8118,F,61.58,1.86
5421,F,63.15,1.68
2079,M,74.99,1.98
4806,M,75.21,1.84
9258,F,69.2,1.58
7194,M,76.53,1.78
2330,M,88.84,1.73
9855,F,79.26,1.62
5632,M,77.4,1.86
3656,M,80.5,1.86
5434,F,67.35,1.66
4525,F,50.17,1.7
4931,F,65.14,1.69
7046,F,64.27,1.67
2477,M,83.14,1.88
3035,F,77.46,1.61
4682,F,79.26,1.72
4744,M,61.86,1.69
3433,F,68.15,1.76
5658,M,68.0,1.8
6298,M,70.19,1.76
948,M,70.34,1.89
1613,F,68.24,1.66
6345,F,52.3,1.81
1485,F,68.03,1.76
1038,F,69.94,1.38
4700,M,80.11,1.86
2136,M,75.39,1.72
9358,F,62.12,1.73
2156,M,62.78,1.85
9506,F,67.98,1.51
3555,F,71.71,1.68
4911,F,61.76,1.82
8579,M,79.02,1.76
3933,M,96.26,1.72
4575,M,75.06,1.59
3350,F,73.55,1.58
3745,M,70.19,1.66
6805,F,73.83,1.67
4047,F,64.15,1.7
197,F,51.8,1.65
2561,M,79.96,1.82
9285,F,58.7,1.6
9621,M,83.68,1.69
7659,M,80.32,1.93
2272,F,57.73,1.55
4351,F,69.71,1.49
2654,F,58.24,1.76
4142,M,71.38,1.78
4003,F,59.69,1.62
9273,F,59.95,1.73
708,F,68.59,1.55
4151,F,65.74,1.63
4459,M,68.36,1.8
3087,M,54.03,1.65
2202,F,72.78,1.61
7520,M,81.23,1.69
4785,M,81.3,1.71
2434,M,83.58,1.84
4651,M,79.98,1.67
4465,F,72.96,1.62
4117,F,68.46,1.85
3928,M,83.23,1.68
7545,F,72.36,1.75
4129,F,70.85,1.81
9490,M,57.53,1.75
7950,F,63.07,1.74
9026,M,75.96,1.7
903,F,77.37,1.6
4597,M,70.24,1.67
7340,M,61.88,1.68
7226,M,91.51,1.73
491,F,69.16,1.57
3949,F,72.29,1.88
8001,M,89.05,1.85
5058,F,65.87,1.62
8116,M,63.1,1.72
5942,M,94.03,1.81
4945,F,81.76,1.57
9986,M,75.21,2.0
5123,M,84.13,1.63
6825,F,61.74,1.55
6926,M,80.03,1.82
9631,M,62.87,1.76
4761,M,62.78,1.73
6014,F,61.66,1.6
5955,F,74.0,1.81
2454,F,81.07,1.62
1357,F,64.39,1.59
5798,M,62.35,1.91
8607,M,67.42,1.59
7908,M,84.54,1.81
5731,F,56.95,1.67
4144,F,62.32,1.75
7635,F,74.71,1.74
7135,F,63.88,1.76
8520,M,54.16,1.69
5450,F,81.34,1.66
4006,F,58.0,1.78
5237,M,85.08,1.9
4418,M,89.78,1.82
5705,F,73.0,1.6
3224,F,68.81,1.71
8899,F,67.52,1.61
8696,M,65.13,1.78
7358,M,88.69,1.73
7171,F,53.6,1.55
2436,M,81.56,1.8
683,F,69.02,1.78
3218,F,53.98,1.57
5546,F,72.26,1.67
7347,F,63.22,1.58
2937,F,68.64,1.65
6430,F,74.07,1.67
5632,M,60.13,1.79
3832,M,76.9,1.73
204,F,71.68,1.54
6173,F,75.1,1.41
9724,M,73.82,1.68
4,F,72.89,1.62
6313,M,69.61,1.77
83,F,77.45,1.67
400,F,74.06,1.87
386,M,70.5,1.85
4172,M,71.91,1.83
5911,M,98.45,1.77
5656,M,78.62,1.45
9109,F,61.05,1.91
9193,M,72.82,1.81
698,F,60.31,1.73
469,M,76.35,1.71
424,F,65.59,1.77
2173,F,80.85,1.72
7374,F,71.98,1.38
9559,F,62.81,1.61
7886,F,75.77,1.64
7841,M,92.87,1.76
2890,F,64.12,1.59
9629,F,69.52,1.89
3842,M,94.7,1.67
4779,M,78.44,1.83
9699,F,54.96,1.8
3513,F,66.39,1.57
9516,F,53.91,1.73
5803,M,67.77,2.0
3499,M,72.42,1.83
8692,F,78.46,1.77
7257,F,69.67,1.62
5927,M,82.89,2.06
2941,F,79.06,1.64
2913,F,68.78,1.74
3292,M,85.1,1.75
8095,F,49.9,1.69
2974,F,76.35,1.67
7901,M,75.49,1.76
3916,F,64.34,1.75
4178,M,64.55,1.88
6413,F,62.53,1.81
8149,F,84.5,1.41
7914,M,82.79,1.97
7282,M,75.92,1.82
5627,F,67.94,1.58
6819,F,60.88,1.7
9266,M,90.07,1.71
8405,M,92.15,1.72
7107,M,92.38,1.7
7657,F,75.37,1.64
5262,M,80.64,1.69
4421,M,82.39,1.58
1180,F,72.37,1.65
2843,F,68.72,1.47
9850,M,74.96,1.78
8024,F,61.58,1.73
1340,M,94.68,1.77
8939,F,60.36,1.73
8578,M,78.94,1.9
2405,F,77.45,1.52
1923,M,85.57,1.69
9790,M,75.25,1.94
9670,F,56.39,1.62
2280,M,96.14,1.98
4879,F,73.13,1.74
1296,F,66.24,1.76
6708,M,85.66,1.76
6082,M,63.99,1.82
5662,F,47.2,1.83
5978,M,71.51,1.75
5156,M,87.38,1.81
7954,M,77.34,1.73
8822,M,78.04,1.87
4256,M,78.05,1.7
8534,F,62.29,1.75
2223,F,69.34,1.65
4458,F,84.85,1.66
6264,M,73.8,2.0
555,M,73.31,1.76
12,F,73.1,1.61
7687,M,84.86,1.75
6045,M,95.05,1.84
5730,F,78.14,1.64
540,F,61.4,1.69
1468,F,61.89,1.51
6239,M,74.72,1.8
3851,F,69.79,1.7
4493,F,78.01,1.6
2894,M,83.61,1.77
516,M,62.63,1.71
9238,F,73.35,1.65
6290,F,54.88,1.37
7639,M,85.54,1.95
9536,M,58.38,1.75
3535,M,80.84,1.79
6001,F,58.32,1.64
6663,M,77.14,1.81
1442,F,69.53,1.73
494,F,57.07,1.59
1072,M,71.72,1.76
9760,F,64.37,1.7
1652,F,70.75,1.67
4226,M,76.01,1.92
5043,F,63.65,1.71
3049,M,83.57,1.85
2572,M,70.35,1.72
1798,M,78.62,1.82
5917,F,83.76,1.86
362,F,56.91,1.73
8737,F,55.36,1.68
9956,M,71.91,1.8
3531,M,77.68,1.93
6909,M,61.24,1.55
2062,M,79.14,1.57
4517,F,80.85,1.6
841,F,55.67,1.76
3044,F,65.82,1.64
5074,F,63.43,1.67
4079,M,76.56,1.62
1532,F,55.3,1.77
3673,F,52.75,1.49
3202,F,62.36,1.69
4634,F,56.12,1.77
854,F,63.6,1.71
7016,F,77.74,1.77
9100,M,75.81,1.58
9771,F,60.58,1.72
7643,M,83.62,1.76
7721,F,69.53,1.5
113,F,55.26,1.76
4424,M,90.42,1.82
8036,F,62.06,1.75
919,F,72.97,1.68
524,F,57.52,1.57
1664,M,85.24,1.75
5479,F,57.51,1.64
7883,M,74.27,1.64
8052,M,81.16,2.02
8070,M,86.65,1.85
9241,F,67.35,1.73
2203,F,68.02,1.57
1006,M,69.07,1.96
2865,F,54.84,1.81
2883,F,58.02,1.64
6396,F,66.25,1.41
4557,M,88.97,1.7
9149,F,62.15,1.64
2271,F,58.48,1.7
3649,M,81.68,1.79
6391,M,74.7,1.7
4381,M,87.27,1.89
5280,M,75.86,1.8
3531,M,66.15,1.88
9590,F,74.63,1.56
3938,F,67.14,1.67
9806,F,65.67,1.68
4605,F,81.5,1.55
7410,F,50.55,1.81
2211,M,72.21,1.72
3789,M,68.05,1.93
515,F,45.63,1.6
4919,F,66.72,1.75
6603,M,62.83,1.75
4249,M,69.0,1.79
3390,M,79.78,1.85
31,M,63.44,1.89
8573,M,71.35,1.73
3202,M,76.24,1.74
8965,M,87.84,1.7
8143,M,75.05,1.68
6592,M,77.31,1.76
6304,M,81.53,1.6
4473,M,79.74,1.75
3906,M,70.43,1.92
4404,M,59.01,1.78
1154,M,93.66,1.66
7747,M,73.4,1.86
6635,F,80.58,1.8
3676,M,87.06,1.81
4582,M,65.15,1.78
2375,F,73.07,1.52
4524,M,89.83,1.76
2598,M,70.46,1.76
9339,M,67.86,1.84
9420,M,77.23,1.83
5768,M,72.74,1.78
1733,M,76.63,1.8
1011,F,68.49,1.53
9444,M,87.88,1.9
7968,F,61.96,1.44
2401,F,66.12,1.73
568,M,77.33,1.56
4471,M,88.25,1.66
250,F,59.52,1.7
7555,F,65.81,1.74
6552,M,71.77,1.99
101,M,76.12,1.83
1835,M,79.81,1.84
1682,F,70.05,1.46
5519,M,82.03,1.75
33,F,76.66,1.87
7790,M,91.24,1.86
9785,F,70.43,1.56
4846,M,69.74,1.9
5476,F,55.13,1.79
9080,F,69.25,1.65
5664,F,53.88,1.67
7473,F,58.71,1.74
961,M,74.13,1.8
3003,F,57.2,1.7
1414,F,57.08,1.72
3749,M,82.0,1.82
3084,M,69.57,1.85
1882,F,69.99,1.52
6923,F,70.11,1.54
2131,F,67.39,1.63
6555,M,75.83,2.03
1363,F,60.51,1.64
5497,F,62.62,1.92
6114,M,77.77,1.81
938,F,75.05,1.54
4564,F,67.85,1.57
9044,M,83.02,1.93
8150,F,61.47,1.64
6179,F,55.29,1.68
8238,M,81.5,1.66
5497,M,58.57,1.71
7653,F,70.45,1.58
9816,F,57.78,1.64
5635,F,55.6,1.89
1897,M,75.45,1.89
3196,F,63.19,1.76
3444,F,48.97,1.82
5821,F,65.66,1.78
9332,M,68.48,1.7
9314,F,61.43,1.82
8256,M,62.51,1.91
9703,M,74.38,1.61
6373,M,87.16,1.7
1080,F,62.57,1.61
2980,M,77.9,1.8
4600,F,52.02,1.64
3592,F,77.29,1.72
9870,M,80.38,1.7
353,M,72.77,1.85
414,F,55.82,1.83
5069,F,77.8,1.73
4281,M,73.5,1.81
4917,F,66.82,1.64
8126,M,70.38,1.75
8121,M,84.8,1.85
5609,F,69.66,1.74
6229,F,74.03,1.66
3031,F,70.22,1.77
8981,F,69.01,1.74
9203,F,61.47,1.88
200,F,66.29,1.49
4646,F,73.99,1.78
9351,M,75.42,1.73
5118,M,56.81,1.8
224,M,70.23,1.55
2903,F,69.84,1.45
3973,M,83.01,1.79
1871,M,79.56,1.74
4709,F,66.65,1.77
180,M,77.47,1.73
6450,M,84.37,1.79
2247,M,88.72,1.63
8616,M,72.15,1.57
9138,F,74.73,1.62
8045,M,73.5,1.74
814,F,53.71,1.46
1280,F,78.84,1.7
9857,M,89.33,1.8
3478,F,57.21,1.68
9186,M,95.49,1.86
7691,M,86.21,1.78
4431,F,71.02,1.6
923,F,62.65,1.47
5211,M,66.96,1.68
2203,F,77.29,1.61
1395,M,78.79,1.77
1877,M,86.71,1.94
563,M,68.18,1.8
4685,M,73.51,1.84
362,M,80.82,1.63
9441,M,74.43,1.81
7003,F,55.82,1.82
5536,M,77.02,1.84
9522,F,61.5,1.75
5223,F,73.77,1.61
6968,F,56.17,1.66
4757,M,64.33,1.75
1104,F,65.82,1.55
1322,M,89.69,1.93
4456,M,77.46,1.77
8639,F,68.07,1.78
9056,M,82.16,1.82
7403,M,73.49,1.63
9998,F,61.51,1.55
6460,F,68.62,1.81
3064,M,87.77,1.74
6080,F,61.37,1.65
9312,M,75.3,1.77
6516,M,70.41,1.81
589,M,79.78,1.84
7225,M,70.55,1.69
2252,M,49.7,1.8
2945,M,80.7,1.74
8503,M,84.03,1.64
1848,F,56.98,1.86
1651,M,75.16,2.01
2822,M,61.26,1.6
2831,F,62.48,1.54
802,F,67.16,1.59
9254,M,81.43,1.78
1549,F,62.74,1.82
2071,M,60.9,1.8
4503,F,58.45,1.71
2157,M,91.85,1.94
4698,F,64.84,1.79
5921,F,77.32,1.76
3993,F,63.72,1.86
4537,F,71.35,1.31
9054,F,64.17,1.72
4557,M,58.01,1.8
7078,F,70.12,1.62
1518,F,66.94,1.77
3051,M,58.17,1.64
9818,F,63.21,1.9
5571,M,86.8,1.93
2696,M,71.51,1.9
8076,F,60.81,1.7
7732,F,62.93,1.76
767,F,67.5,1.57
3455,M,91.31,1.78
7370,M,95.12,1.6
3691,M,91.77,1.64
7418,F,58.94,1.67
295,F,59.49,1.73
3068,F,64.29,1.9
8022,F,71.8,1.78
5141,M,75.72,1.69
6068,M,70.01,1.68
9218,F,57.19,1.74
2410,M,71.62,1.94
6105,M,86.07,1.67
8928,F,62.07,1.63
5606,F,59.94,1.78
6236,F,67.29,1.66
7309,F,54.42,1.92
5247,M,57.61,2.05
7731,M,75.1,1.73
3925,F,61.78,1.71
443,F,59.56,1.74
7401,F,77.25,1.59
1906,M,67.72,1.71
6748,F,58.62,1.92
7147,M,77.99,1.73
2461,F,69.76,1.78
3980,F,53.94,1.76
2711,M,71.5,1.88
3698,M,89.02,1.83
6373,M,79.41,1.86
9623,M,73.75,1.87
8754,M,81.82,1.78
3970,M,88.01,1.81
8947,F,67.75,1.71
5192,F,69.48,1.65
1627,F,69.49,1.53
5410,M,70.77,1.79
348,M,57.64,1.67
235,F,75.16,1.69
426,M,78.95,1.79
6961,M,84.54,1.73
2321,F,73.54,1.62
6964,M,82.41,1.81
1834,M,65.01,1.87
3866,M,61.56,1.84
6604,F,59.99,1.76
6663,F,71.94,1.84
3769,M,79.42,1.74
3153,M,91.75,1.77
7183,M,77.09,1.89
486,M,76.24,1.84
7844,F,54.56,1.66
6419,M,90.0,1.62
7214,F,63.68,1.52
9387,F,69.27,1.68
5800,F,80.3,1.47
1458,M,81.79,1.7
7571,F,84.14,1.56
1454,F,63.01,1.58
6175,F,61.14,1.55
19,F,56.17,1.91
9603,F,47.52,1.71
9626,M,73.25,1.72
7935,M,67.28,1.97
4558,M,74.07,1.79
2898,F,50.59,1.7
5432,M,82.86,1.87
4253,M,71.78,1.78
3138,F,58.63,1.61
6156,M,83.25,1.68
3556,F,62.64,1.52
2251,F,68.88,1.59
2173,F,69.08,1.75
5579,M,78.55,1.86
8299,F,68.25,1.6
7483,F,68.32,1.51
7529,M,85.81,1.74
3006,M,82.41,1.75
5420,F,53.4,1.67
2721,F,62.35,1.82
8610,M,69.25,1.81
8378,M,57.9,1.8
665,M,71.86,1.72
3427,F,48.34,1.75
7921,M,94.53,1.69
8626,F,69.14,1.61
1379,M,81.5,1.73
9139,F,58.41,1.73
2976,M,87.66,1.62
152,F,59.26,1.77
1225,M,62.1,1.77
4272,F,64.47,1.68
7380,F,48.94,1.7
7813,F,71.0,1.8
4449,F,63.75,1.74
4517,M,73.91,1.83
430,M,82.83,1.93
6555,F,79.09,1.57
8247,F,67.61,1.53
2284,M,69.3,1.74
2593,F,61.29,1.61
9205,M,62.46,1.76
4659,F,54.14,1.65
4516,M,80.06,1.99
5310,M,72.32,1.84
9073,F,74.92,1.66
8206,M,60.74,1.8
7985,M,71.91,1.92
5216,M,76.19,1.76
1,M,87.01,1.86
3000,F,65.69,1.74
8595,M,70.82,1.7
4883,F,55.23,1.57
962,M,72.09,1.79
3440,F,65.59,1.75
9783,F,71.55,1.59
1598,M,86.45,1.73
2874,M,75.89,1.51
9074,F,63.86,1.44
3221,F,61.91,1.62
293,M,82.41,1.87
3482,F,72.71,1.74
5258,F,67.38,1.7
3278,M,90.2,1.84
6181,M,82.17,1.98
4516,F,69.74,1.71
1295,F,70.51,1.61
2133,M,91.51,1.83
7764,F,50.81,1.69
3341,F,60.72,1.89
6251,F,56.44,1.65
7314,M,72.13,1.7
5869,M,94.03,1.72
7929,F,57.12,1.4
3869,M,103.35,1.79
9896,F,81.44,1.78
6235,F,63.45,1.63
9799,F,52.36,1.61
3740,F,54.48,1.66
8036,M,47.89,1.59
6147,F,72.24,1.63
3850,M,88.38,1.63
4467,F,50.25,1.82
2591,F,60.21,1.85
8528,M,80.64,1.74
6057,M,79.55,1.8
7613,M,79.27,1.74
3008,M,83.04,1.74
3618,F,62.78,1.7
6979,F,54.64,1.8
4723,F,75.4,1.69
8212,M,93.89,1.73
2902,M,80.59,1.81
7160,M,66.51,1.89
4411,F,75.66,1.72
8009,F,56.95,1.61
6828,F,70.73,1.68
5310,F,66.93,1.63
8846,F,61.1,1.95
5817,F,73.97,1.8
230,F,74.32,1.49
8315,F,66.64,1.65
4765,M,71.31,1.87
9746,M,71.84,1.84
8242,F,65.69,1.74
7475,F,61.67,1.7
3089,F,59.89,1.55
6181,M,71.39,1.65
5937,M,79.95,1.84
4229,M,72.02,1.89
407,F,64.29,1.84
3644,M,80.8,1.81
8360,M,67.41,1.77
3845,F,58.33,1.74
6651,M,102.54,1.77
1458,F,60.1,1.94
6342,M,89.61,1.89
3126,F,50.49,1.66
6125,M,64.35,1.68
1078,M,102.74,1.87
7470,M,64.0,1.67
3715,M,80.8,1.86
7237,M,77.86,1.75
7423,F,68.96,1.87
7853,M,79.87,1.79
3248,M,67.21,1.87
3214,M,78.66,1.84
2799,M,94.55,1.63
2838,M,82.16,1.6
5775,M,84.83,1.68
3467,F,65.13,1.61
9417,F,52.05,1.73
1473,M,78.12,1.9
1696,M,90.45,1.88
2000,F,71.56,1.72
2696,F,68.14,1.76
229,F,47.48,1.67
3252,F,72.58,1.52
4109,M,58.22,1.84
2024,M,86.91,1.84
2277,F,76.8,1.67
3631,M,97.25,1.83
6930,F,53.99,1.82
7075,M,75.78,1.71
8212,M,69.14,1.72
1917,F,76.45,1.66
8413,M,62.55,1.73
781,M,73.52,1.62
9514,F,69.89,1.77
259,M,73.36,1.77
2254,F,71.26,1.59
5851,M,85.39,1.86
7995,F,59.08,1.66
4095,F,58.82,1.63
9841,M,77.38,1.76
6415,F,70.92,1.81
7487,F,65.67,1.67
5174,M,62.17,1.66
1201,M,67.38,1.84
4335,M,72.43,1.8
6367,M,64.4,1.73
934,F,63.71,1.65
7063,M,74.03,1.74
442,M,72.27,2.01
5651,F,69.73,1.76
5112,F,65.81,1.83
4853,F,52.03,1.72
8549,M,86.25,1.72
5866,M,71.34,1.7
5604,M,73.53,1.89
4617,F,56.56,1.79
3825,M,68.22,1.79
5952,F,65.18,1.62
6952,M,78.39,1.68
6148,M,78.4,1.75
7784,F,75.54,1.63
7228,M,82.94,1.69
9442,F,67.19,1.57
5622,M,78.21,1.7
9087,M,64.66,1.71
3360,M,63.16,1.69
8726,F,68.93,1.69
6544,M,59.81,1.94
8851,F,70.23,1.69
7446,M,72.51,1.9
4099,F,53.23,1.75
9640,M,87.83,1.97
1461,M,82.56,1.67
4078,M,66.95,1.74
1877,F,77.72,1.45
9706,F,45.63,1.59
1714,M,82.97,1.78
1152,M,72.25,1.7
8581,M,85.19,1.77
7790,F,66.7,1.64
3145,M,63.18,1.83
5562,M,77.8,1.77
5894,F,59.4,1.8
3364,M,62.29,1.86
526,M,78.53,1.82
9971,M,47.83,1.9
8640,M,69.42,1.91
3901,M,69.89,1.79
2549,F,73.75,1.64
9597,F,67.34,1.7
862,F,79.26,1.66
3183,F,62.16,1.74
2868,F,64.6,1.56
670,F,64.27,1.62
3710,F,67.5,1.84
2411,F,65.48,1.7
9716,F,63.76,1.65
8699,F,77.92,1.53
4419,F,54.92,1.77
2576,F,56.49,1.56
3596,F,63.19,1.78
9616,M,91.15,1.63
5910,F,61.65,1.67
810,F,87.37,1.62
4878,F,71.7,1.75
4300,M,71.82,1.71
2549,M,80.52,1.89
6945,F,60.23,1.75
5405,M,65.62,1.84
4280,M,61.75,1.84
572,F,70.07,1.61
521,M,75.05,1.93
3689,F,54.25,1.49
3720,F,68.76,1.64
1770,M,72.56,1.8
828,F,77.17,1.87
5541,M,73.07,1.73
5564,M,81.18,1.79
5069,F,64.54,1.72
232,M,57.78,1.76
2108,F,70.31,1.45
1715,F,64.33,1.62
7509,M,81.04,1.84
984,M,53.35,1.95
7990,F,65.54,1.74
1878,F,59.18,1.87
3881,F,71.06,1.81
4867,M,85.0,1.73
326,M,69.05,1.74
6117,F,62.29,1.85
6643,M,59.37,1.76
5671,F,62.14,1.64
3048,F,67.91,1.68
4780,M,78.92,1.64
1239,M,77.4,1.74
537,M,66.45,1.74
5181,M,85.77,1.7
2719,F,64.97,1.51
8090,F,53.51,1.6
9096,F,61.61,1.8
2553,F,80.99,1.78
6090,M,79.32,1.79
2928,M,91.27,1.88
9843,F,75.34,1.72
9627,M,70.0,1.88
4416,M,78.65,1.76
7885,F,61.84,1.62
9683,F,48.0,1.69
6530,M,81.43,1.72
4294,F,77.6,1.55
3495,F,71.85,1.72
250,F,67.99,1.55
276,M,76.4,1.79
5777,M,75.4,1.72
8315,F,60.49,1.53
9546,F,60.83,1.6
5397,M,71.75,1.69
1225,M,76.59,1.76
4369,M,76.01,1.72
688,F,69.53,1.56
3925,M,66.48,1.76
9462,M,79.43,1.77
6186,M,66.53,1.87
5485,F,54.69,1.71
6518,M,74.6,1.91
5910,M,80.69,1.64
7046,F,66.74,1.58
3473,M,67.08,1.91
1920,M,80.05,1.78
5864,M,63.91,1.72
1829,M,63.81,1.73
7530,M,95.11,1.97
2992,F,58.07,1.7
9404,F,72.38,1.56
1986,M,85.63,1.75
8119,M,85.3,1.78
326,F,60.63,1.81
2077,F,77.4,1.4
2818,F,44.5,1.72
7918,M,69.6,1.72
2877,M,95.95,1.84
615,F,64.06,1.69
3876,M,86.55,1.69
4136,F,53.51,1.65
7615,M,74.4,1.78
3683,F,68.82,1.73
4255,F,69.4,1.7
5997,M,81.23,1.81
3560,F,59.05,1.83
6966,M,72.82,1.95
1714,F,58.31,1.9
7566,M,79.92,2.01
9446,M,79.78,1.84
5913,M,84.83,1.71
2095,M,80.62,1.9
7571,F,70.1,1.69
4908,M,80.63,1.74
8499,F,52.46,1.48
5512,F,64.85,1.68
5833,M,90.94,1.92
210,F,56.6,1.78
2701,M,77.93,1.85
3969,M,76.21,1.88
9168,F,60.21,1.57
2722,F,63.98,1.71
4368,M,76.02,1.83
3532,M,88.9,1.72
6469,M,85.8,1.69
5059,F,67.76,1.66
3729,F,70.15,1.62
8485,F,67.11,1.81
5093,M,66.53,1.66
1800,M,66.19,1.77
6591,F,58.5,1.51
5346,F,64.39,1.5
6387,F,73.87,1.65
3548,M,77.62,1.75
994,F,53.81,1.63
5170,M,71.95,1.89
2380,F,75.1,1.67
8914,M,69.41,1.81
5492,M,96.83,1.93
6497,M,81.39,1.67
1070,F,70.58,1.67
3836,M,79.18,1.61
4313,M,78.81,1.75
1747,M,75.75,1.82
5125,F,69.76,1.73
5262,F,64.46,1.49
2417,F,60.22,1.67
1483,F,75.58,1.69
1791,F,62.36,1.84
9313,F,55.47,1.83
6599,F,69.6,1.84
9576,M,85.75,1.79
9070,M,76.88,1.87
5375,F,68.74,1.6
3266,M,72.18,1.74
1532,M,76.19,1.84
6375,F,62.48,1.44
8239,M,76.69,1.81
3904,M,71.35,1.74
4196,F,69.84,1.56
8689,F,62.27,1.66
4893,F,62.27,1.61
4129,F,74.35,1.76
5320,M,76.14,1.78
867,F,55.22,1.71
3803,F,66.26,1.6
2996,M,82.91,1.86
7796,F,73.5,1.9
1450,F,83.7,1.63
9335,F,67.67,1.71
9029,F,62.22,1.59
7884,F,54.38,1.67
2132,M,66.45,1.84
2398,F,61.31,1.46
3015,F,54.62,1.64
6966,F,73.37,1.58
4138,F,58.08,1.72
9158,M,63.32,1.74
1762,F,75.81,1.66
9106,M,71.78,1.69
8376,M,90.79,1.88
1179,M,62.45,1.73
4699,F,65.35,1.75
3639,M,56.54,1.75
8614,F,74.67,1.6
7217,M,75.61,1.91
3897,M,80.26,1.74
8929,F,69.14,1.69
8126,F,61.06,1.78
5031,M,79.2,1.78
7998,F,76.56,1.62
6387,M,75.83,1.77
5877,F,68.78,1.53
1781,F,57.43,1.69
8858,F,78.6,1.85
6688,F,77.78,1.71
4070,F,66.56,1.59
6407,F,66.03,1.72
6457,F,69.11,1.67
3758,M,88.78,1.97
1865,M,72.61,1.72
6603,M,71.35,1.73
2784,F,71.4,1.83
4421,M,72.85,1.88
3922,M,74.03,1.69
6926,M,75.41,1.82
870,M,93.6,1.68
8126,F,58.0,1.75
3289,M,78.01,1.92
9796,F,61.4,1.71
3232,F,64.92,1.44
6497,M,87.44,1.86
3259,M,75.31,1.73
9441,M,89.39,1.6
1459,M,83.67,1.81
